sources_sourceID,river,city,state,country,region,measurement_location,exact_lat,exact_lng,street_number,street_name,street_lat,street_lng,feature_class,miles_from_site,post_code,place_name,county_number,county_name,state_name,agency,agency_id,full_site_name,unique_site_name
689,"Eagle River",Gypsum,CO,"United States",West,"624 Trail Gulch Rd, ZIP: 81637",39.64998510,-106.95226650,624,"Trail Gulch Rd",39.65017,-106.9523,S1400,0.02,81637,Gypsum,37,Eagle,Colorado,USGS,09069000,"Eagle River @ Gypsum, CO","Eagle River @ Gypsum, CO"
690,"East Branch",,N/A,,N/A,,46.78575890,-87.85235220,,,,,,,,,,,,USGS,04043244,"East Branch","East Branch"
691,"East Branch","Chester County",PA,"United States",Northeast,"Downingtown Pike",39.96871910,-75.67327150,,"Downingtown Pike",39.96852,-75.67316,S1200,0.02,,,29,Chester,Pennsylvania,USGS,01480870,"East Branch @ Chester County, PA","East Branch @ Chester County, PA"
692,"East Branch","Fond du Lac County",WI,"United States",Midwest,"Co Rd S",43.55027436,-88.18842930,,"Co Rd S",43.55028,-88.18843,S1400,0,,,39,"Fond du Lac",Wisconsin,USGS,04086200,"East Branch @ Fond du Lac County, WI","East Branch @ Fond du Lac County, WI"
693,"East Canyon","Summit Park",UT,"United States",West,"2866 Sackett Dr",40.75966979,-111.56409120,2866,"Sackett Dr",40.75964,-111.56403,S1400,0.01,,"Summit Park",43,Summit,Utah,USGS,10133800,"East Canyon @ Summit Park, UT","East Canyon @ Summit Park, UT"
694,"East Creek","Sands Point",NY,"United States",Northeast,"65 Beach Rd, ZIP: 11050",40.86622220,-73.71019440,65,"Beach Rd",40.86622,-73.71019,S1400,0,11050,"Sands Point",59,Nassau,"New York",USGS,01302250,"East Creek @ Sands Point, NY","East Creek @ Sands Point, NY"
695,"East Fork",,N/A,,N/A,,39.56747727,-108.02118570,,,,,,,,,,,,USGS,09092970,"East Fork","East Fork"
696,"East Fork","Lee's Summit",MO,"United States",Midwest,"20075 Cpl M E Webster Mem Pkwy, ZIP: 64055",39.02556175,-94.34383850,20075,"Cpl M E Webster Mem Pkwy",39.02542,-94.34346,S1200,0.04,64055,"Lee's Summit",95,Jackson,Missouri,USGS,06893890,"East Fork @ Lee's Summit, MO","East Fork @ Lee's Summit, MO"
697,"East Fork","Wayne County",WV,"United States",Southeast,"Twelvepole Cr Rd",38.01183330,-82.30597220,,"Twelvepole Cr Rd",38.01191,-82.30622,S1400,0.02,,,99,Wayne,"West Virginia",USGS,03206600,"East Fork @ Wayne County, WV","East Fork @ Wayne County, WV"
698,"East Fork River","Reynolds County",MO,"United States",Midwest,,37.49361110,-90.83833330,,,37.49305,-90.83787,S1400,0.07,,,179,Reynolds,Missouri,USGS,07061290,"East Fork River @ Reynolds County, MO","East Fork River @ Reynolds County, MO"
699,"East Fork River","Reynolds County",MO,"United States",Midwest,"State Hwy N",37.55255556,-90.84244440,,"State Hwy N",37.55257,-90.84246,S1400,0,,,179,Reynolds,Missouri,USGS,07061270,"East Fork River @ Reynolds County, MO","East Fork River @ Reynolds County, MO near  State Hwy N"
700,"East Fork River","Reynolds County",MO,"United States",Midwest,"32200 State Hwy 21, ZIP: 63654",37.45011110,-90.82711110,32200,"State Hwy 21",37.45036,-90.82748,S1200,0.04,63654,,179,Reynolds,Missouri,USGS,07061300,"East Fork River @ Reynolds County, MO","East Fork River @ Reynolds County, MO near 32200 State Hwy 21, ZIP: 63654"
701,"East Mahantango",Klingerstown,PA,"United States",Northeast,"158 Main St, ZIP: 17941",40.66341860,-76.69135408,158,"Main St",40.66277,-76.69227,S1400,0.11,17941,Klingerstown,107,Schuylkill,Pennsylvania,USGS,01555400,"East Mahantango @ Klingerstown, PA","East Mahantango @ Klingerstown, PA"
702,"East Middle","Garfield County",CO,"United States",West,,39.62081000,-108.03007540,,,39.62192,-108.02991,S1400,0.12,,,45,Garfield,Colorado,USGS,09092850,"East Middle @ Garfield County, CO","East Middle @ Garfield County, CO"
703,"East Nishnabotna","Red Oak",IA,"United States",Midwest,"W Coolbaugh St",41.00860430,-95.24165820,,"W Coolbaugh St",41.00893,-95.24166,S1400,0.04,,"Red Oak",137,Montgomery,Iowa,USGS,06809500,"East Nishnabotna @ Red Oak, IA","East Nishnabotna @ Red Oak, IA"
704,"East Pearl",,N/A,,N/A,,30.19472220,-89.53416670,,,,,,,,,,,,USGS,301141089320300,"East Pearl","East Pearl"
705,"East Poplar","Daniels County",MT,"United States",West,"State Hwy 13",49.00000000,-105.40958610,,"State Hwy 13",48.99948,-105.40776,S1200,0.15,,,19,Daniels,Montana,USGS,06178500,"East Poplar @ Daniels County, MT","East Poplar @ Daniels County, MT"
706,"East River","Brown County",WI,"United States",Midwest,"3170 Eiler Rd, ZIP: 54115",44.37194444,-88.09222220,3170,"Eiler Rd",44.37193,-88.09222,S1400,0,54115,,9,Brown,Wisconsin,USGS,04085108,"East River @ Brown County, WI","East River @ Brown County, WI"
707,"East River","Gunnison County",CO,"United States",West,"18712 State Hwy 135, ZIP: 81224",38.78415990,-106.87087360,18712,"State Hwy 135",38.78406,-106.87118,S1200,0.03,81224,,51,Gunnison,Colorado,USGS,09112200,"East River @ Gunnison County, CO","East River @ Gunnison County, CO"
708,"East Salt","Mesa County",CO,"United States",West,"T Rd",39.29720137,-108.86677100,,"T Rd",39.29675,-108.86688,S1400,0.05,,,77,Mesa,Colorado,USGS,09163310,"East Salt @ Mesa County, CO","East Salt @ Mesa County, CO"
709,"East Side","Monroe County",FL,"United States",Southeast,"Coastal Prairie Trl",25.13696944,-81.06438060,,"Coastal Prairie Trl",25.13798,-81.06441,S1500,0.11,,,87,Monroe,Florida,USGS,250802081035500,"East Side @ Monroe County, FL","East Side @ Monroe County, FL"
710,"Eau Galle","Spring Valley",WI,"United States",Midwest,,44.86718750,-92.25212990,,,44.86728,-92.25196,S1400,0.02,,"Spring Valley",109,"St. Croix",Wisconsin,USGS,05369945,"Eau Galle @ Spring Valley, WI","Eau Galle @ Spring Valley, WI"
711,"Eau Galle","Spring Valley",WI,"United States",Midwest," McKay Ave, ZIP: 54767",44.85277778,-92.23833330,,"McKay Ave",44.85224,-92.23874,S1400,0.07,54767,"Spring Valley",93,Pierce,Wisconsin,USGS,05370000,"Eau Galle @ Spring Valley, WI","Eau Galle @ Spring Valley, WI near  McKay Ave, ZIP: 54767"
712,"Eau Galle","St. Croix County",WI,"United States",Midwest,"2673 Co Hwy N, ZIP: 54027",44.90496510,-92.26435320,2673,"Co Hwy N",44.90511,-92.26434,S1400,0.02,54027,,109,"St. Croix",Wisconsin,USGS,05369900,"Eau Galle @ St. Croix County, WI","Eau Galle @ St. Croix County, WI"
713,"Eden 3 Everglades National Park",,N/A,,N/A,,25.51212500,-80.93315280,,,,,,,,,,,,USGS,253044080555900,"Eden 3 Everglades National Park","Eden 3 Everglades National Park"
714,"Eden 8",,N/A,,N/A,,25.86666667,-80.68055560,,,,,,,,,,,,USGS,255200080405001,"Eden 8","Eden 8"
715,"Edisto River","Dorchester County",SC,"United States",Southeast,"263 Cabin Rd, ZIP: 29472",33.02794645,-80.39148760,263,"Cabin Rd",33.02827,-80.39097,S1400,0.06,29472,,35,Dorchester,"South Carolina",USGS,02175000,"Edisto River @ Dorchester County, SC","Edisto River @ Dorchester County, SC"
716,"Eel River","Rio Dell",CA,"United States",West,"2 Eagle Prairie Brg, ZIP: 95562",40.49152384,-124.09976990,2,"Eagle Prairie Brg",40.49187,-124.10058,S1400,0.08,95562,"Rio Dell",23,Humboldt,California,USGS,11477000,"Eel River @ Rio Dell, CA","Eel River @ Rio Dell, CA"
717,"Ef Arkansas","Lake County",CO,"United States",West,"US Hwy 24",39.27248920,-106.30641330,,"US Hwy 24",39.2725,-106.30641,S1200,0,,,65,Lake,Colorado,USGS,07079300,"Ef Arkansas @ Lake County, CO","Ef Arkansas @ Lake County, CO"
718,"Ef Pine","Shoshone County",ID,"United States",West,"E F Pinecreek Rd",47.44027778,-116.17527780,,"E F Pinecreek Rd",47.44035,-116.17525,S1400,0.01,,,79,Shoshone,Idaho,USGS,12413360,"Ef Pine @ Shoshone County, ID","Ef Pine @ Shoshone County, ID near  E F Pinecreek Rd"
719,"Ef Pine","Shoshone County",ID,"United States",West," Trapper Creek Rd, ZIP: 83850",47.47666667,-116.22166670,,"Trapper Creek Rd",47.47647,-116.22153,S1400,0.02,83850,,79,Shoshone,Idaho,USGS,12413370,"Ef Pine @ Shoshone County, ID","Ef Pine @ Shoshone County, ID near  Trapper Creek Rd, ZIP: 83850"
720,"Efsf Salmon","Valley County",ID,"United States",West,"Nat For Dev Rd 375",44.90225000,-115.32566670,,"Nat For Dev Rd 375",44.90269,-115.32558,S1400,0.05,,,85,Valley,Idaho,USGS,13310800,"Efsf Salmon @ Valley County, ID","Efsf Salmon @ Valley County, ID"
721,"Elijahs Creek","Boone County",KY,"United States",Southeast,"1416 Elijah Creek Rd, ZIP: 41048",39.07972220,-84.68527780,1416,"Elijah Creek Rd",39.0797,-84.68482,S1400,0.04,41048,,15,Boone,Kentucky,USGS,03260100,"Elijahs Creek @ Boone County, KY","Elijahs Creek @ Boone County, KY"
722,"Elim Creek","Carlton County",MN,"United States",Midwest,"1772 Co Rd 103, ZIP: 55707",46.51744430,-92.48213800,1772,"Co Rd 103",46.51918,-92.48213,S1400,0.19,55707,,17,Carlton,Minnesota,USGS,04024090,"Elim Creek @ Carlton County, MN","Elim Creek @ Carlton County, MN"
723,"Elk Creek","Trempealeau County",WI,"United States",Midwest,,44.39051899,-91.42932350,,,44.39009,-91.42866,S1740,0.07,,,121,Trempealeau,Wisconsin,USGS,05379305,"Elk Creek @ Trempealeau County, WI","Elk Creek @ Trempealeau County, WI"
724,"Elk River","Clay County",WV,"United States",Southeast,"74 Queen Rd, ZIP: 25045",38.47093228,-81.28400570,74,"Queen Rd",38.47088,-81.28297,S1400,0.09,25045,,15,Clay,"West Virginia",USGS,03197000,"Elk River @ Clay County, WV","Elk River @ Clay County, WV"
725,"Elk River","Kanawha County",WV,"United States",Southeast,"17 Blue Creek Rd, ZIP: 25071",38.44926420,-81.45595450,17,"Blue Creek Rd",38.44939,-81.45614,S1400,0.02,25071,,39,Kanawha,"West Virginia",USGS,03197680,"Elk River @ Kanawha County, WV","Elk River @ Kanawha County, WV"
726,"Elk River",Sutton,WV,"United States",Southeast,"317 Stonewall St, ZIP: 26601",38.66315555,-80.70954130,317,"Stonewall St",38.66263,-80.70959,S1400,0.06,26601,Sutton,7,Braxton,"West Virginia",USGS,03195500,"Elk River @ Sutton, WV","Elk River @ Sutton, WV"
727,"Elkhead Creek","Moffat County",CO,"United States",West,,40.54472220,-107.39805560,,,40.54474,-107.39794,S1400,0.01,,,81,Moffat,Colorado,USGS,09246400,"Elkhead Creek @ Moffat County, CO","Elkhead Creek @ Moffat County, CO"
728,"Elkhead Creek","Routt County",CO,"United States",West,"46422 Co Rd 76",40.59163879,-107.32089330,46422,"Co Rd 76",40.5916,-107.32094,S1400,0.01,,,107,Routt,Colorado,USGS,09246200,"Elkhead Creek @ Routt County, CO","Elkhead Creek @ Routt County, CO"
729,"Elkhorn River","Douglas County",NE,"United States",Midwest,"23461 W Maple Rd, ZIP: 68022",41.29333330,-96.28388890,23461,"W Maple Rd",41.29346,-96.28392,S1200,0.01,68022,,55,Douglas,Nebraska,USGS,06800500,"Elkhorn River @ Douglas County, NE","Elkhorn River @ Douglas County, NE"
730,"Ellerbe Creek","Durham County",NC,"United States",Southeast,"4730 Glenn Rd, ZIP: 27704",36.05931106,-78.83250650,4730,"Glenn Rd",36.05931,-78.83251,S1400,0,27704,,63,Durham,"North Carolina",USGS,02086849,"Ellerbe Creek @ Durham County, NC","Ellerbe Creek @ Durham County, NC"
731,"Elm Creek",,N/A,,N/A,Center,41.55777778,-97.48722220,,,,,,,,,,,,USGS,413329097291501,"Elm Creek","Elm Creek"
732,"Elm Creek",Ballinger,TX,"United States",Southwest,"Crosson Ave",31.74931697,-99.94786360,,"Crosson Ave",31.74858,-99.94758,S1400,0.09,,Ballinger,399,Runnels,Texas,USGS,08127000,"Elm Creek @ Ballinger, TX","Elm Creek @ Ballinger, TX"
733,"Elm Fk River",Lewisville,TX,"United States",Southwest,"1120 E Hwy 121 Bus",33.04567730,-96.96111730,1120,"E Hwy 121 Bus",33.04577,-96.96113,S1200,0.01,,Lewisville,121,Denton,Texas,USGS,08053000,"Elm Fk River @ Lewisville, TX","Elm Fk River @ Lewisville, TX"
734,"Elm Fork","Harmon County",OK,"United States",Southwest,"State Hwy 30",35.01172000,-99.90371430,,"State Hwy 30",35.01172,-99.90386,S1200,0.01,,,57,Harmon,Oklahoma,USGS,07303400,"Elm Fork @ Harmon County, OK","Elm Fork @ Harmon County, OK"
735,"Eno River","Durham County",NC,"United States",Southeast,"2384 Old Oxford Rd, ZIP: 27704",36.07208829,-78.86278480,2384,"Old Oxford Rd",36.07217,-78.86297,S1400,0.02,27704,,63,Durham,"North Carolina",USGS,02085079,"Eno River @ Durham County, NC","Eno River @ Durham County, NC"
736,"Enoree River","Union County",SC,"United States",Southeast,"6662 Whitmire Hwy, ZIP: 29178",34.50930390,-81.59815940,6662,"Whitmire Hwy",34.50926,-81.59813,S1200,0.01,29178,,87,Union,"South Carolina",USGS,02160700,"Enoree River @ Union County, SC","Enoree River @ Union County, SC"
737,"Entrance To",,N/A,,N/A,BAY,42.42172077,-122.01721080,,,,,,,,,,,,USGS,422519122005800,"Entrance To","Entrance To near BAY"
738,"Entrance To",,N/A,,N/A,"ENTRANCE TO BAY",42.32636330,-121.88609330,,,,,,,,,,,,USGS,421935121530600,"Entrance To","Entrance To near ENTRANCE TO BAY"
739,"Escalante River",,N/A,,N/A,,37.31415850,-110.90348370,,,,,,,,,,,,USGS,09339500,"Escalante River","Escalante River"
740,"Etowah River","Bartow County",GA,"United States",Southeast,"Old River Rd SE",34.16315298,-84.74104740,,"Old River Rd SE",34.16359,-84.7411,S1400,0.05,,,15,Bartow,Georgia,USGS,02394000,"Etowah River @ Bartow County, GA","Etowah River @ Bartow County, GA"
741,"Etowah River",Rome,GA,"United States",Southeast,"E Rome Byp",34.23231660,-85.11689320,,"E Rome Byp",34.2323,-85.11685,S1200,0,,Rome,115,Floyd,Georgia,USGS,02395980,"Etowah River @ Rome, GA","Etowah River @ Rome, GA"
742,"Evacuation Creek","Uintah County",UT,"United States",West,"State Rte 45",39.95219020,-109.15928130,,"State Rte 45",39.9523,-109.15873,S1200,0.05,,,47,Uintah,Utah,USGS,09306430,"Evacuation Creek @ Uintah County, UT","Evacuation Creek @ Uintah County, UT"
743,"Ex-10 Finegayan",,N/A,"US (Guam)",N/A,,13.54183333,144.83388890,,,,,,,,,,,,USGS,133224144495271,"Ex-10 Finegayan","Ex-10 Finegayan"
744,"Ex-6 Macheche",,N/A,"US (Guam)",N/A,,13.51086110,144.83766670,,,,,,,,,,,,USGS,133034144500871,"Ex-6 Macheche","Ex-6 Macheche"
745,"Ex-7 Wettengel",,N/A,"US (Guam)",N/A,,13.52333333,144.82397220,,,,,,,,,,,,USGS,133119144491771,"Ex-7 Wettengel","Ex-7 Wettengel"
746,"Fall River","Fall River County",SD,"United States",Midwest,"Scenic Rd",43.40164608,-103.41130770,,"Scenic Rd",43.40173,-103.41127,S1400,0.01,,,47,"Fall River","South Dakota",USGS,06402140,"Fall River @ Fall River County, SD","Fall River @ Fall River County, SD"
747,"Falling Creek","Jones County",GA,"United States",Southeast,"Round Oak Juliette Rd",33.09985350,-83.72351040,,"Round Oak Juliette Rd",33.09984,-83.72351,S1400,0,,,169,Jones,Georgia,USGS,02212600,"Falling Creek @ Jones County, GA","Falling Creek @ Jones County, GA"
748,"Falling River","Campbell County",VA,"United States",Southeast,"5803 Lewis Ford Rd, ZIP: 24554",37.12680956,-78.95973740,5803,"Lewis Ford Rd",37.12672,-78.95971,S1400,0.01,24554,,31,Campbell,Virginia,USGS,02064000,"Falling River @ Campbell County, VA","Falling River @ Campbell County, VA"
749,"Falls River","Fremont County",ID,"United States",West,,44.06861110,-111.24138890,,,44.06717,-111.24153,S1740,0.16,,,43,Fremont,Idaho,USGS,13047500,"Falls River @ Fremont County, ID","Falls River @ Fremont County, ID"
750,"Fanning Springs","Fanning Springs",FL,"United States",Southeast,,29.58912470,-82.93317970,,,29.58939,-82.93351,S1400,0.04,,"Fanning Springs",75,Levy,Florida,USGS,02323502,"Fanning Springs @ Fanning Springs, FL","Fanning Springs @ Fanning Springs, FL"
751,"Fanno Creek",Beaverton,OR,"United States",West,Bikepath,45.45310127,-122.79605660,,Bikepath,45.45307,-122.79621,S1820,0.01,,Beaverton,67,Washington,Oregon,USGS,452712122474101,"Fanno Creek @ Beaverton, OR","Fanno Creek @ Beaverton, OR"
752,"Fanno Creek",Durham,OR,"United States",West,"17211 SW Arkenstone Dr, ZIP: 97224",45.39661310,-122.76297140,17211,"SW Arkenstone Dr",45.39568,-122.76092,S1400,0.19,97224,Durham,67,Washington,Oregon,USGS,452348122454701,"Fanno Creek @ Durham, OR","Fanno Creek @ Durham, OR"
753,"Fanno Creek","Raleigh Hills",OR,"United States",West,"7258 SW Willowmere Dr, ZIP: 97225",45.47816240,-122.75141400,7258,"SW Willowmere Dr",45.47861,-122.75145,S1400,0.05,97225,"Raleigh Hills",67,Washington,Oregon,USGS,452842122450101,"Fanno Creek @ Raleigh Hills, OR","Fanno Creek @ Raleigh Hills, OR"
754,"Fanno Creek",Tigard,OR,"United States",West,"7501 SW Durham Rd, ZIP: 97224",45.40345200,-122.75481850,7501,"SW Durham Rd",45.40333,-122.75498,S1200,0.02,97224,Tigard,67,Washington,Oregon,USGS,14206950,"Fanno Creek @ Tigard, OR","Fanno Creek @ Tigard, OR"
755,"Far Creek",,N/A,,N/A,,35.50850549,-75.95629419,,,,,,,,,,,,USGS,0208118075,"Far Creek","Far Creek"
756,"Fay Spring","Frederick County",VA,"United States",Southeast,,39.20507220,-78.13068889,,,39.20502,-78.13062,S1400,0.01,,,69,Frederick,Virginia,USGS,01616075,"Fay Spring @ Frederick County, VA","Fay Spring @ Frederick County, VA"
757,"Feather River",Oroville,CA,"United States",West," Golden Feather Dr, ZIP: 95965",39.52155294,-121.54774770,,"Golden Feather Dr",39.52198,-121.54856,S1400,0.08,95965,Oroville,7,Butte,California,USGS,11407000,"Feather River @ Oroville, CA","Feather River @ Oroville, CA"
758,"Fields Brook",Ashtabula,OH,"United States",Midwest,"708 E 15th St, ZIP: 44004",41.89338630,-80.79258710,708,"E 15th St",41.89356,-80.7927,S1400,0.02,44004,Ashtabula,7,Ashtabula,Ohio,USGS,04212680,"Fields Brook @ Ashtabula, OH","Fields Brook @ Ashtabula, OH"
759,"Fir Creek","Multnomah County",OR,"United States",West,"Nat For Dev Rd 1211",45.48011889,-122.02563850,,"Nat For Dev Rd 1211",45.47976,-122.02553,S1400,0.04,,,51,Multnomah,Oregon,USGS,14138870,"Fir Creek @ Multnomah County, OR","Fir Creek @ Multnomah County, OR"
760,"Fish Banks",,N/A,,N/A,BANKS,42.46896935,-122.04654580,,,,,,,,,,,,USGS,422808122024400,"Fish Banks","Fish Banks"
761,"Fish Creek","Snohomish County",WA,"United States",West,"19725 5th Ave NE, ZIP: 98223",48.17537670,-122.22431180,19725,"5th Ave NE",48.17548,-122.22431,S1400,0.01,98223,,61,Snohomish,Washington,USGS,12169500,"Fish Creek @ Snohomish County, WA","Fish Creek @ Snohomish County, WA"
762,"Fishing Creek","Rio Grande",NJ,"United States",Northeast,"S Delsea Dr",39.02750000,-74.89638889,,"S Delsea Dr",39.02741,-74.89622,S1200,0.02,,"Rio Grande",9,"Cape May","New Jersey",USGS,01411400,"Fishing Creek  @ Rio Grande, NJ","Fishing Creek  @ Rio Grande, NJ"
763,"Fishpond Creek","Appomattox County",VA,"United States",Southeast,"1874 Coleman Mountain Rd, ZIP: 24522",37.36931388,-78.64556090,1874,"Coleman Mountain Rd",37.36932,-78.64558,S1400,0,24522,,11,Appomattox,Virginia,USGS,02038830,"Fishpond Creek @ Appomattox County, VA","Fishpond Creek @ Appomattox County, VA"
764,"Flat Brook","Sussex County",NJ,"United States",Northeast," Walpack Rd, ZIP: 7851",41.10611110,-74.95250000,,"Walpack Rd",41.10629,-74.95257,S1400,0.02,7851,,37,Sussex,"New Jersey",USGS,01440000,"Flat Brook @ Sussex County, NJ","Flat Brook @ Sussex County, NJ"
765,"Flat Creek","Peachtree City",GA,"United States",Southeast,"197 Boxwood Ct, ZIP: 30269",33.38317219,-84.57270660,197,"Boxwood Ct",33.38225,-84.5729,S1400,0.1,30269,"Peachtree City",113,Fayette,Georgia,USGS,02344673,"Flat Creek @ Peachtree City, GA","Flat Creek @ Peachtree City, GA near 197 Boxwood Ct, ZIP: 30269"
766,"Flat Creek","Peachtree City",GA,"United States",Southeast,"599 Gallery Pl, ZIP: 30269",33.42166667,-84.57833330,599,"Gallery Pl",33.42194,-84.57981,S1400,0.14,30269,"Peachtree City",113,Fayette,Georgia,USGS,02344655,"Flat Creek @ Peachtree City, GA","Flat Creek @ Peachtree City, GA near 599 Gallery Pl, ZIP: 30269"
767,"Flat River","Durham County",NC,"United States",Southeast," Lake Michie Dam Rd, ZIP: 27503",36.14861110,-78.82888889,,"Lake Michie Dam Rd",36.14866,-78.82903,S1400,0.01,27503,,63,Durham,"North Carolina",USGS,02086500,"Flat River @ Durham County, NC","Flat River @ Durham County, NC"
768,"Flatford Swamp",,N/A,,N/A,,27.39393200,-82.14231089,,,,,,,,,,,,USGS,02298494,"Flatford Swamp","Flatford Swamp"
769,"Flatlick Branch",Chantilly,VA,"United States",Southeast,"14099 Westbrook Pl, ZIP: 20151",38.88238990,-77.43190470,14099,"Westbrook Pl",38.88205,-77.43023,S1400,0.15,20151,Chantilly,59,Fairfax,Virginia,USGS,01656903,"Flatlick Branch @ Chantilly, VA","Flatlick Branch @ Chantilly, VA"
770,"Flax Pond","Old Field",NY,"United States",Northeast,"Crane Neck Rd",40.96286110,-73.14316670,,"Crane Neck Rd",40.96118,-73.14402,S1740,0.2,,"Old Field",103,Suffolk,"New York",USGS,01304057,"Flax Pond @ Old Field, NY","Flax Pond @ Old Field, NY"
771,"Floyd River","Plymouth County",IA,"United States",Midwest,"C 70",42.57665960,-96.31141560,,"C 70",42.57624,-96.31146,S1400,0.05,,,149,Plymouth,Iowa,USGS,06600500,"Floyd River @ Plymouth County, IA","Floyd River @ Plymouth County, IA"
772,"Foidel Creek",,N/A,,N/A,,40.34581144,-107.08505300,,,,,,,,,,,,USGS,09243800,"Foidel Creek","Foidel Creek"
773,"Foidel Creek","Routt County",CO,"United States",West,"32234 Co Rd 33",40.39025545,-106.99477380,32234,"Co Rd 33",40.39047,-106.99476,S1400,0.02,,,107,Routt,Colorado,USGS,09243900,"Foidel Creek @ Routt County, CO","Foidel Creek @ Routt County, CO"
774,"Ford River","Delta County",MI,"United States",Midwest,"5744 I Rd, ZIP: 49807",45.75496740,-87.20207930,5744,"I Rd",45.75496,-87.20268,S1400,0.05,49807,,41,Delta,Michigan,USGS,04059500,"Ford River @ Delta County, MI","Ford River @ Delta County, MI"
775,"Fountain Creek","El Paso County",CO,"United States",West,"16037 Old Pueblo Rd, ZIP: 80817",38.60166470,-104.67025030,16037,"Old Pueblo Rd",38.60163,-104.66989,S1400,0.03,80817,,41,"El Paso",Colorado,USGS,07106000,"Fountain Creek @ El Paso County, CO","Fountain Creek @ El Paso County, CO near 16037 Old Pueblo Rd, ZIP: 80817"
776,"Fountain Creek","El Paso County",CO,"United States",West,"2230 Janitell Rd, ZIP: 80906",38.80304910,-104.79580690,2230,"Janitell Rd",38.80295,-104.79439,S1400,0.12,80906,,41,"El Paso",Colorado,USGS,07105530,"Fountain Creek @ El Paso County, CO","Fountain Creek @ El Paso County, CO near 2230 Janitell Rd, ZIP: 80906"
777,"Fountain Creek",Fountain,CO,"United States",West,"2402 Carson Blvd, ZIP: 80817",38.72944040,-104.73386110,2402,"Carson Blvd",38.72918,-104.73384,S1400,0.03,80817,Fountain,41,"El Paso",Colorado,USGS,07105800,"Fountain Creek @ Fountain, CO","Fountain Creek @ Fountain, CO"
778,"Fountain Creek","Pueblo County",CO,"United States",West,Pinon,38.42944444,-104.59805560,,Pinon,38.42951,-104.59805,S1400,0.01,,,101,Pueblo,Colorado,USGS,07106300,"Fountain Creek @ Pueblo County, CO","Fountain Creek @ Pueblo County, CO"
779,"Fountain Creek",Pueblo,CO,"United States",West,"1007 Chinook Ln, ZIP: 81001",38.28778010,-104.60108490,1007,"Chinook Ln",38.28796,-104.60088,S1400,0.03,81001,Pueblo,101,Pueblo,Colorado,USGS,07106500,"Fountain Creek @ Pueblo, CO","Fountain Creek @ Pueblo, CO"
780,"Fourmile Creek","Campbell County",KY,"United States",Southeast,"1957 Poplar Ridge Rd, ZIP: 41059",38.98666667,-84.36527780,1957,"Poplar Ridge Rd",38.98669,-84.36528,S1400,0,41059,,37,Campbell,Kentucky,USGS,03238772,"Fourmile Creek @ Campbell County, KY","Fourmile Creek @ Campbell County, KY"
781,"Fourmile Creek","Tama County",IA,"United States",Midwest,"1475 I Ave, ZIP: 50635",42.22554299,-92.61102920,1475,"I Ave",42.22554,-92.61109,S1400,0.01,50635,,171,Tama,Iowa,USGS,05464130,"Fourmile Creek @ Tama County, IA","Fourmile Creek @ Tama County, IA near 1475 I Ave, ZIP: 50635"
782,"Fourmile Creek","Tama County",IA,"United States",Midwest,"1657 K Ave, ZIP: 50675",42.20193276,-92.56241630,1657,"K Ave",42.20193,-92.56242,S1400,0,50675,,171,Tama,Iowa,USGS,05464137,"Fourmile Creek @ Tama County, IA","Fourmile Creek @ Tama County, IA near 1657 K Ave, ZIP: 50675"
783,"Fox River",,N/A,,N/A,,44.53943695,-88.00454840,,,,,,,,,,,,USGS,04085139,"Fox River","Fox River"
784,"Fox River","Green Bay",WI,"United States",Midwest,"1198 McDonald St, ZIP: 54303",44.52861110,-88.01000000,1198,"McDonald St",44.52829,-88.01128,S1400,0.11,54303,"Green Bay",9,Brown,Wisconsin,USGS,040851385,"Fox River @ Green Bay, WI","Fox River @ Green Bay, WI"
785,"Fox River",Wrightstown,WI,"United States",Midwest,"High St",44.32665620,-88.16510330,,"High St",44.32668,-88.16509,S1200,0,,Wrightstown,9,Brown,Wisconsin,USGS,04085000,"Fox River @ Wrightstown, WI","Fox River @ Wrightstown, WI"
786,"Fox River",Yorkville,IL,"United States",Midwest,"325 E Hydraulic Ave, ZIP: 60560",41.64277778,-88.44333330,325,"E Hydraulic Ave",41.64212,-88.44337,S1400,0.07,60560,Yorkville,93,Kendall,Illinois,USGS,05551580,"Fox River @ Yorkville, IL","Fox River @ Yorkville, IL"
787,"Franz Lake","Skamania County",WA,"United States",West,"State Hwy 14",45.60118330,-122.10000280,,"State Hwy 14",45.60274,-122.09986,S1200,0.17,,,59,Skamania,Washington,USGS,453604122060000,"Franz Lake @ Skamania County, WA","Franz Lake @ Skamania County, WA"
788,"French Creek",,N/A,,N/A,,40.20170000,-75.76756670,,,,,,,,,,,,USGS,014721254,"French Creek","French Creek"
789,"French Creek","Marion County",OR,"United States",West,"Nat For Dev Rd 2225",44.76039965,-122.16840990,,"Nat For Dev Rd 2225",44.76032,-122.16816,S1400,0.02,,,47,Marion,Oregon,USGS,14179100,"French Creek @ Marion County, OR","French Creek @ Marion County, OR"
790,"French Creek","Snohomish County",WA,"United States",West,"French Creek",48.27211940,-121.75943600,,"French Creek",48.27215,-121.76005,S1500,0.05,,,61,Snohomish,Washington,USGS,12165800,"French Creek @ Snohomish County, WA","French Creek @ Snohomish County, WA"
