sources_sourceID,river,city,state,country,region,measurement_location,exact_lat,exact_lng,street_number,street_name,street_lat,street_lng,feature_class,miles_from_site,post_code,place_name,county_number,county_name,state_name,agency,agency_id,full_site_name,unique_site_name
208,"Bee Lake","Holmes County",MS,"United States",Southeast,"Ash Rd",33.06651657,-90.3281439,,"Ash Rd",33.06644,-90.32815,S1400,0.01,,,51,Holmes,Mississippi,USGS,3.30E+14,"Bee Lake @ Holmes County, MS","Bee Lake @ Holmes County, MS"
209,"Beech Ceek","Tyler County",TX,"United States",Southwest,"Co Rd 4375",30.70944444,-94.1991667,,"Co Rd 4375",30.70919,-94.19914,S1400,0.03,,,457,Tyler,Texas,USGS,8041365,"Beech Ceek @ Tyler County, TX","Beech Ceek @ Tyler County, TX near  Co Rd 4375"
210,"Beech Ceek","Tyler County",TX,"United States",Southwest,"FM 1013 Rd",30.69444444,-94.1902778,,"FM 1013 Rd",30.69447,-94.19028,S1400,0,,,457,Tyler,Texas,USGS,8041375,"Beech Ceek @ Tyler County, TX","Beech Ceek @ Tyler County, TX near  FM 1013 Rd"
211,"Beech Creek",Monument,PA,"United States",Northeast,T913,41.1117307,-77.7022159,,T913,41.11089,-77.70305,S1400,0.12,,Monument,27,Centre,Pennsylvania,USGS,1547950,"Beech Creek @ Monument, PA","Beech Creek @ Monument, PA"
212,"Belle Fourche","Crook County",WY,"United States",West,"Hwy 110",44.5894282,-104.7038545,,"Hwy 110",44.5896,-104.70394,S1400,0.02,,,11,Crook,Wyoming,USGS,6427850,"Belle Fourche @ Crook County, WY","Belle Fourche @ Crook County, WY"
213,"Belle River","St. Clair County",MI,"United States",Midwest,"4644 King Rd, ZIP: 48054",42.76836606,-82.5121348,4644,"King Rd",42.76837,-82.51211,S1400,0,48054,,147,"St. Clair",Michigan,USGS,4160625,"Belle River @ St. Clair County, MI","Belle River @ St. Clair County, MI"
214,"Bent Canyon",,N/A,,N/A,,37.58918109,-103.6482815,,,,,,,,,,,,USGS,7126480,"Bent Canyon","Bent Canyon"
215,"Berthold Wetland","Ward County",ND,"United States",Midwest,"BERTHOLD WETLAND 10",48.2202902,-101.8896089,,,48.21914,-101.89157,S1400,0.19,,,101,Ward,"North Dakota",USGS,4.81E+14,"Berthold Wetland @ Ward County, ND","Berthold Wetland @ Ward County, ND near BERTHOLD WETLAND 10"
216,"Berthold Wetland","Ward County",ND,"United States",Midwest,"BERTHOLD WETLAND 4",48.21417907,-101.8854423,,,48.2135,-101.88572,S1400,0.08,,,101,Ward,"North Dakota",USGS,4.81E+14,"Berthold Wetland @ Ward County, ND","Berthold Wetland @ Ward County, ND near BERTHOLD WETLAND 4"
217,"Berthold Wetland","Ward County",ND,"United States",Midwest,"BERTHOLD WETLAND 5",48.21306798,-101.889609,,,48.21381,-101.8905,S1400,0.11,,,101,Ward,"North Dakota",USGS,4.81E+14,"Berthold Wetland @ Ward County, ND","Berthold Wetland @ Ward County, ND near BERTHOLD WETLAND 5"
218,"Berthold Wetland","Ward County",ND,"United States",Midwest,"BERTHOLD WETLAND 6",48.20917919,-101.9062758,,,48.21055,-101.90626,S1400,0.15,,,101,Ward,"North Dakota",USGS,4.81E+14,"Berthold Wetland @ Ward County, ND","Berthold Wetland @ Ward County, ND near BERTHOLD WETLAND 6"
219,"Berthold Wetland","Ward County",ND,"United States",Midwest,"BERTHOLD WETLAND 7",48.209457,-101.9104425,,,48.21021,-101.91083,S1400,0.09,,,101,Ward,"North Dakota",USGS,4.81E+14,"Berthold Wetland @ Ward County, ND","Berthold Wetland @ Ward County, ND near BERTHOLD WETLAND 7"
220,"Berthold Wetland","Ward County",ND,"United States",Midwest,"BERTHOLD WETLAND 8",48.21001257,-101.913498,,,48.20912,-101.91331,S1400,0.1,,,101,Ward,"North Dakota",USGS,4.81E+14,"Berthold Wetland @ Ward County, ND","Berthold Wetland @ Ward County, ND near BERTHOLD WETLAND 8"
221,"Berthold Wetland",,N/A,,N/A,"BERTHOLD WETLAND 1",48.2022346,-101.888498,,,,,,,,,,,,USGS,4.81E+14,"Berthold Wetland","Berthold Wetland near BERTHOLD WETLAND 1"
222,"Berthold Wetland",,N/A,,N/A,"BERTHOLD WETLAND 2",48.1977901,-101.8821091,,,,,,,,,,,,USGS,4.81E+14,"Berthold Wetland","Berthold Wetland near BERTHOLD WETLAND 2"
223,"Berthold Wetland",,N/A,,N/A,"BERTHOLD WETLAND 3",48.21390126,-101.8804423,,,,,,,,,,,,USGS,4.81E+14,"Berthold Wetland","Berthold Wetland near BERTHOLD WETLAND 3"
224,"Berthold Wetland",,N/A,,N/A,"BERTHOLD WETLAND 9",48.2100126,-101.9207203,,,,,,,,,,,,USGS,4.81E+14,"Berthold Wetland","Berthold Wetland near BERTHOLD WETLAND 9"
225,"Bessemer Ditch","Pueblo County",CO,"United States",West,"26519 Manning Rd, ZIP: 81006",38.2201111,-104.5359722,26519,"Manning Rd",38.21986,-104.53597,S1400,0.03,81006,,101,Pueblo,Colorado,USGS,3.81E+14,"Bessemer Ditch @ Pueblo County, CO","Bessemer Ditch @ Pueblo County, CO"
226,Bft-1810,"Hilton Head Island",SC,"United States",Southeast,"79 Dolphin Head Ln, ZIP: 29926",32.26770186,-80.7226078,79,"Dolphin Head Ln",32.26707,-80.72162,S1400,0.12,29926,"Hilton Head Island",13,Beaufort,"South Carolina",USGS,3.22E+14,"Bft-1810  @ Hilton Head Island, SC","Bft-1810  @ Hilton Head Island, SC"
227,"Big Arroyo","Las Animas County",CO,"United States",West,"Pipeline Rd",37.5548333,-104.0212222,,"Pipeline Rd",37.55489,-104.0211,S1400,0.01,,,71,"Las Animas",Colorado,USGS,7120620,"Big Arroyo @ Las Animas County, CO","Big Arroyo @ Las Animas County, CO"
228,"Big Black","Hinds County",MS,"United States",Southeast,"22298 Old Hwy 80, ZIP: 39066",32.34777778,-90.6969444,22298,"Old Hwy 80",32.34755,-90.69681,S1400,0.03,39066,,49,Hinds,Mississippi,USGS,7290000,"Big Black @ Hinds County, MS","Big Black @ Hinds County, MS"
229,"Big Blue","Riley County",KS,"United States",Midwest,"Barnes Rd",39.2372186,-96.5713918,,"Barnes Rd",39.23725,-96.57125,S1400,0.01,,,161,Riley,Kansas,USGS,6887000,"Big Blue @ Riley County, KS","Big Blue @ Riley County, KS"
230,"Big Bull","Johnson County",KS,"United States",Midwest,"I- 35",38.75334168,-94.977188,,"I- 35",38.75316,-94.97711,S1100,0.02,,,91,Johnson,Kansas,USGS,6914950,"Big Bull @ Johnson County, KS","Big Bull @ Johnson County, KS"
231,"Big Bull","Miami County",KS,"United States",Midwest,,38.6563999,-94.8963521,,,38.65633,-94.89734,S1400,0.09,,,121,Miami,Kansas,USGS,6915000,"Big Bull @ Miami County, KS","Big Bull @ Miami County, KS"
232,"Big Coal","Kanawha County",WV,"United States",Southeast,"428 Emmons Rd, ZIP: 25003",38.2500969,-81.7981813,428,"Emmons Rd",38.24924,-81.79712,S1400,0.13,25003,,39,Kanawha,"West Virginia",USGS,3198550,"Big Coal @ Kanawha County, WV","Big Coal @ Kanawha County, WV"
233,"Big Coulee","Benson County",ND,"United States",Midwest,"US Hwy 281",48.1777762,-99.2212455,,"US Hwy 281",48.17778,-99.2217,S1200,0.03,,,5,Benson,"North Dakota",USGS,5056400,"Big Coulee @ Benson County, ND","Big Coulee @ Benson County, ND"
234,"Big Creek","Shoshone County",ID,"United States",West,"Big Creek Rd",47.3057534,-116.1173822,,"Big Creek Rd",47.30574,-116.11694,S1400,0.03,,,79,Shoshone,Idaho,USGS,12414350,"Big Creek @ Shoshone County, ID","Big Creek @ Shoshone County, ID"
235,"Big Cypress","Harrison County",TX,"United States",Southwest,"State Hwy 43",32.69638889,-94.1877778,,"State Hwy 43",32.69638,-94.18782,S1200,0,,,203,Harrison,Texas,USGS,7346085,"Big Cypress @ Harrison County, TX","Big Cypress @ Harrison County, TX"
236,"Big Cypress","Titus County",TX,"United States",Southwest,"State Hwy 11",33.02095787,-94.8821554,,"State Hwy 11",33.02096,-94.88216,S1200,0,,,449,Titus,Texas,USGS,7344500,"Big Cypress @ Titus County, TX","Big Cypress @ Titus County, TX"
237,"Big Fork","Koochiching County",MN,"United States",Midwest,"593 Big Fork Rd, ZIP: 56627",48.1957849,-93.8071245,593,"Big Fork Rd",48.19578,-93.8068,S1400,0.02,56627,,71,Koochiching,Minnesota,USGS,5132000,"Big Fork @ Koochiching County, MN","Big Fork @ Koochiching County, MN near 593 Big Fork Rd, ZIP: 56627"
238,"Big Fork","Koochiching County",MN,"United States",Midwest,"7798 Sturgeon River Landing Rd, ZIP: 56627",48.21166667,-93.8822222,7798,"Sturgeon River Landing Rd",48.21177,-93.88387,S1400,0.12,56627,,71,Koochiching,Minnesota,USGS,5132010,"Big Fork @ Koochiching County, MN","Big Fork @ Koochiching County, MN near 7798 Sturgeon River Landing Rd, ZIP: 56627"
239,"Big Gypsum","San Miguel County",CO,"United States",West,"20R Rd",38.11360266,-108.8587134,,"20R Rd",38.11342,-108.85977,S1400,0.09,,,113,"San Miguel",Colorado,USGS,9168800,"Big Gypsum @ San Miguel County, CO","Big Gypsum @ San Miguel County, CO"
240,"Big Haynes","Gwinnett County",GA,"United States",Southeast,"2706 Lenora Rd, ZIP: 30052",33.8151073,-83.99018809,2706,"Lenora Rd",33.81535,-83.99014,S1400,0.03,30052,,135,Gwinnett,Georgia,USGS,2207385,"Big Haynes @ Gwinnett County, GA","Big Haynes @ Gwinnett County, GA"
241,"Big Otter","Bedford County",VA,"United States",Southeast,"1000 Roaring Run Rd, ZIP: 24556",37.36403026,-79.41919689,1000,"Roaring Run Rd",37.36483,-79.41882,S1400,0.09,24556,,19,Bedford,Virginia,USGS,2061000,"Big Otter @ Bedford County, VA","Big Otter @ Bedford County, VA"
242,"Big Otter","Campbell County",VA,"United States",Southeast,"Leesville Rd",37.20847738,-79.3036357,,"Leesville Rd",37.20821,-79.30351,S1400,0.03,,,31,Campbell,Virginia,USGS,2061500,"Big Otter @ Campbell County, VA","Big Otter @ Campbell County, VA"
243,"Big Papillion",Omaha,NE,"United States",Midwest,"6756 Q St, ZIP: 68117",41.20541556,-96.0166826,6756,"Q St",41.20525,-96.01668,S1400,0.02,68117,Omaha,55,Douglas,Nebraska,USGS,6610770,"Big Papillion @ Omaha, NE","Big Papillion @ Omaha, NE"
244,"Big Salt",Fruita,CO,"United States",West,"1598 River Rd, ZIP: 81521",39.1635918,-108.7509334,1598,"River Rd",39.16343,-108.75102,S1400,0.02,81521,Fruita,77,Mesa,Colorado,USGS,9153270,"Big Salt @ Fruita, CO","Big Salt @ Fruita, CO"
245,"Big Sandy",,N/A,,N/A,,32.64845613,-99.0045146,,,,,,,,,,,,USGS,8086290,"Big Sandy","Big Sandy"
246,"Big Sandy","Sweetwater County",WY,"United States",West,"Blue Rim Rd",41.94745505,-109.6881939,,"Blue Rim Rd",41.94734,-109.68784,S1400,0.03,,,37,Sweetwater,Wyoming,USGS,9216050,"Big Sandy @ Sweetwater County, WY","Big Sandy @ Sweetwater County, WY"
247,"Big Sioux","Minnehaha County",SD,"United States",Midwest,"47325 248th St, ZIP: 57022",43.79044595,-96.7456623,47325,"248th St",43.7905,-96.7455,S1400,0.01,57022,,99,Minnehaha,"South Dakota",USGS,6481000,"Big Sioux @ Minnehaha County, SD","Big Sioux @ Minnehaha County, SD"
248,"Big Sioux","Moody County",SD,"United States",Midwest,"22100 473rd Ave",44.1802473,-96.749496,22100,"473rd Ave",44.18025,-96.74962,S1400,0.01,,,101,Moody,"South Dakota",USGS,6480000,"Big Sioux @ Moody County, SD","Big Sioux @ Moody County, SD"
249,"Big Sioux","Sioux Falls",SD,"United States",Midwest,"1974 N Cliff Ave, ZIP: 57103",43.56700265,-96.7113274,1974,"N Cliff Ave",43.56689,-96.71144,S1400,0.02,57103,"Sioux Falls",99,Minnehaha,"South Dakota",USGS,6482020,"Big Sioux @ Sioux Falls, SD","Big Sioux @ Sioux Falls, SD"
250,"Big Spring","Clayton County",IA,"United States",Midwest,,42.90915055,-91.4670855,,,42.90953,-91.46831,S1400,0.11,,,43,Clayton,Iowa,USGS,5411950,"Big Spring @ Clayton County, IA","Big Spring @ Clayton County, IA"
251,"Big Sulphur","Sonoma County",CA,"United States",West,"Dillingham Rd",38.76351754,-122.74638,,"Dillingham Rd",38.76469,-122.74649,S1400,0.13,,,97,Sonoma,California,USGS,11463160,"Big Sulphur @ Sonoma County, CA","Big Sulphur @ Sonoma County, CA"
252,"Big Thompson","Larimer County",CO,"United States",West,"Moraine Park Rd",40.3538729,-105.5841679,,"Moraine Park Rd",40.35379,-105.58407,S1400,0.01,,,69,Larimer,Colorado,USGS,4.02E+14,"Big Thompson @ Larimer County, CO","Big Thompson @ Larimer County, CO"
253,"Big Walnut","Putnam County",IN,"United States",Midwest,"10595 N Co Rd 550 E, ZIP: 46172",39.8161567,-86.75334,10595,"N Co Rd 550 E",39.81585,-86.75372,S1400,0.05,46172,,133,Putnam,Indiana,USGS,3357330,"Big Walnut @ Putnam County, IN","Big Walnut @ Putnam County, IN"
254,"Big Walnut",Sunbury,OH,"United States",Midwest,"11899 E Granville St, ZIP: 43074",40.2361735,-82.8512892,11899,"E Granville St",40.23589,-82.85162,S1200,0.04,43074,Sunbury,41,Delaware,Ohio,USGS,3228300,"Big Walnut @ Sunbury, OH","Big Walnut @ Sunbury, OH"
255,"Bills Branch","Scott County",TN,"United States",Southeast,,36.21100366,-84.4051509,,,36.21099,-84.40517,S1400,0,,,151,Scott,Tennessee,USGS,3407875,"Bills Branch @ Scott County, TN","Bills Branch @ Scott County, TN"
256,"Biloxi Bay",,N/A,,N/A,,30.38833333,-88.8572222,,,,,,,,,,,,USGS,3.02E+14,"Biloxi Bay","Biloxi Bay"
257,"Birch Creek",,N/A,,N/A,,65.3921157,-145.7149559,,,,,,,,,,,,USGS,15392000,"Birch Creek","Birch Creek"
258,"Bird Creek",Owasso,OK,"United States",Southwest,"6599 E 66th St N, ZIP: 74055",36.24870534,-95.867213,6599,"E 66th St N",36.2491,-95.86704,S1400,0.05,74055,Owasso,143,Tulsa,Oklahoma,USGS,7178000,"Bird Creek @ Owasso, OK","Bird Creek @ Owasso, OK"
259,"Bird Creek",Tulsa,OK,"United States",Southwest,"14104 E 46th St N",36.2231514,-95.8194322,14104,"E 46th St N",36.22325,-95.81946,S1200,0.01,,Tulsa,143,Tulsa,Oklahoma,USGS,7178200,"Bird Creek @ Tulsa, OK","Bird Creek @ Tulsa, OK"
260,"Birnie Slough",,N/A,,N/A,RIVER,46.1608333,-123.3378333,,,,,,,,,,,,USGS,4.61E+14,"Birnie Slough","Birnie Slough"
261,"Bitter Creek","Uintah County",UT,"United States",West,,39.9655212,-109.4170707,,,39.96551,-109.4178,S1400,0.06,,,47,Uintah,Utah,USGS,9306850,"Bitter Creek @ Uintah County, UT","Bitter Creek @ Uintah County, UT"
262,"Black Bay Snake Island",,N/A,,N/A,,29.63354395,-89.5636694,,,,,,,,,,,,USGS,7374526,"Black Bay Snake Island","Black Bay Snake Island"
263,"Black Butte","Mendocino County",CA,"United States",West,"Etsel Ridge Rd",39.82071008,-123.0816755,,"Etsel Ridge Rd",39.82043,-123.08185,S1400,0.03,,,45,Mendocino,California,USGS,11472900,"Black Butte @ Mendocino County, CA","Black Butte @ Mendocino County, CA"
264,"Black Creek",Goulds,FL,"United States",Southeast,"21200 SW 115th Rd, ZIP: 33177",25.57091667,-80.37875,21200,"SW 115th Rd",25.56962,-80.37929,S1400,0.15,33177,Goulds,86,Miami-Dade,Florida,USGS,22907085,"Black Creek @ Goulds, FL","Black Creek @ Goulds, FL"
265,"Black Cypress","Cass County",TX,"United States",Southwest,"State Hwy 155",32.9386111,-94.4861111,,"State Hwy 155",32.9386,-94.48611,S1200,0,,,67,Cass,Texas,USGS,7346020,"Black Cypress @ Cass County, TX","Black Cypress @ Cass County, TX"
266,"Black Earth","Cross Plains",WI,"United States",Midwest,"2598 Main St, ZIP: 53528",43.1097222,-89.6408333,2598,"Main St",43.10996,-89.64081,S1200,0.03,53528,"Cross Plains",25,Dane,Wisconsin,USGS,5406457,"Black Earth @ Cross Plains, WI","Black Earth @ Cross Plains, WI"
267,"Black Earth","Dane County",WI,"United States",Midwest,"4912 S Valley Rd, ZIP: 53515",43.125,-89.7097222,4912,"S Valley Rd",43.125,-89.70977,S1400,0,53515,,25,Dane,Wisconsin,USGS,5406497,"Black Earth @ Dane County, WI","Black Earth @ Dane County, WI"
268,"Black Earth","Dane County",WI,"United States",Midwest,"US Hwy 14",43.13416667,-89.7322222,,"US Hwy 14",43.1346,-89.73193,S1200,0.05,,,25,Dane,Wisconsin,USGS,5406500,"Black Earth @ Dane County, WI","Black Earth @ Dane County, WI near  US Hwy 14"
269,"Black Earth","Dane County",WI,"United States",Midwest,"13 Main St, ZIP: 53528",43.1147222,-89.6641667,13,"Main St",43.11514,-89.6641,S1200,0.05,53528,,25,Dane,Wisconsin,USGS,5406479,"Black Earth @ Dane County, WI","Black Earth @ Dane County, WI near 13 Main St, ZIP: 53528"
270,"Black River","Pender County",NC,"United States",Southeast,"32020 State Hwy 210, ZIP: 28435",34.43166667,-78.1436111,32020,"State Hwy 210",34.43162,-78.14359,S1200,0.01,28435,,141,Pender,"North Carolina",USGS,2107544,"Black River @ Pender County, NC","Black River @ Pender County, NC"
271,"Black River","Reynolds County",MO,"United States",Midwest,"State Hwy K",37.32504888,-90.7640093,,"State Hwy K",37.32516,-90.76402,S1200,0.01,,,179,Reynolds,Missouri,USGS,7061600,"Black River @ Reynolds County, MO","Black River @ Reynolds County, MO"
272,"Black River","St. Clair County",MI,"United States",Midwest,"6884 Jeddo Rd, ZIP: 48032",43.15252665,-82.6240918,6884,"Jeddo Rd",43.15085,-82.62375,S1400,0.19,48032,,147,"St. Clair",Michigan,USGS,4159492,"Black River @ St. Clair County, MI","Black River @ St. Clair County, MI"
273,"Black Sulphur","Rio Blanco County",CO,"United States",West,"Co Rd 26",39.8713615,-108.287587,,"Co Rd 26",39.87113,-108.28753,S1400,0.03,,,103,"Rio Blanco",Colorado,USGS,9306175,"Black Sulphur @ Rio Blanco County, CO","Black Sulphur @ Rio Blanco County, CO"
274,"Blacks Creek","Burlington County",NJ,"United States",Northeast,"31 Chesterfield Rd, ZIP: 8515",40.10944444,-74.6416667,31,"Chesterfield Rd",40.10968,-74.64173,S1400,0.03,8515,,5,Burlington,"New Jersey",USGS,1464527,"Blacks Creek @ Burlington County, NJ","Blacks Creek @ Burlington County, NJ"
275,"Blacks Fork","Sweetwater County",WY,"United States",West,"7801 State Hwy 374, ZIP: 82934",41.54607224,-109.6934746,7801,"State Hwy 374",41.54555,-109.69346,S1200,0.06,82934,,37,Sweetwater,Wyoming,USGS,9224700,"Blacks Fork @ Sweetwater County, WY","Blacks Fork @ Sweetwater County, WY"
276,"Blackstone River","Worcester County",MA,"United States",Northeast,"99 Main St, ZIP: 1529",42.0228757,-71.5722859,99,"Main St",42.02356,-71.57208,S1200,0.08,1529,,27,Worcester,Massachusetts,USGS,1111230,"Blackstone River @ Worcester County, MA","Blackstone River @ Worcester County, MA"
277,"Blackwater River",Davis,WV,"United States",Southeast,"869 William Ave",39.1270524,-79.4683852,869,"William Ave",39.12755,-79.46932,S1200,0.1,,Davis,93,Tucker,"West Virginia",USGS,3066000,"Blackwater River @ Davis, WV","Blackwater River @ Davis, WV"
278,"Blackwater River","Surry County",VA,"United States",Southeast,"6268 State Rte 617, ZIP: 23846",37.0251499,-76.8746824,6268,"State Rte 617",37.02534,-76.87474,S1400,0.02,23846,,181,Surry,Virginia,USGS,2047500,"Blackwater River @ Surry County, VA","Blackwater River @ Surry County, VA"
279,"Blackwater River","Tucker County",WV,"United States",Southeast,"Beech Ln",39.06427539,-79.4133822,,"Beech Ln",39.06446,-79.41332,S1400,0.02,,,93,Tucker,"West Virginia",USGS,3065200,"Blackwater River @ Tucker County, WV","Blackwater River @ Tucker County, WV"
280,"Blackwater River","Tucker County",WV,"United States",Southeast,"Camp 70 Rd",39.14010775,-79.4197715,,"Camp 70 Rd",39.14057,-79.41964,S1400,0.05,,,93,Tucker,"West Virginia",USGS,3065400,"Blackwater River @ Tucker County, WV","Blackwater River @ Tucker County, WV near  Camp 70 Rd"
281,"Blackwater River","Tucker County",WV,"United States",Southeast,"Canaan Valley Maintenance Rd",39.0395534,-79.4553287,,"Canaan Valley Maintenance Rd",39.0384,-79.4562,S1400,0.15,,,93,Tucker,"West Virginia",USGS,3065050,"Blackwater River @ Tucker County, WV","Blackwater River @ Tucker County, WV near  Canaan Valley Maintenance Rd"
282,"Blackwood Creek","Placer County",CA,"United States",West,"Interlaken Rd",39.10740708,-120.1621352,,"Interlaken Rd",39.10732,-120.1622,S1400,0.01,,,61,Placer,California,USGS,10336660,"Blackwood Creek @ Placer County, CA","Blackwood Creek @ Placer County, CA"
283,"Blanco River",,N/A,,N/A,,30.00555556,-97.9525,,,,,,,,,,,,USGS,8171290,"Blanco River","Blanco River"
284,"Blanco River","Blanco County",TX,"United States",Southwest,"800 Crabapple Rd, ZIP: 78606",30.1011111,-98.5127778,800,"Crabapple Rd",30.10059,-98.51178,S1400,0.11,78606,,31,Blanco,Texas,USGS,8170800,"Blanco River @ Blanco County, TX","Blanco River @ Blanco County, TX"
285,"Blanco River",Wimberley,TX,"United States",Southwest,"138 Malone Dr, ZIP: 78676",29.9943808,-98.088898,138,"Malone Dr",29.99459,-98.08908,S1400,0.03,78676,Wimberley,209,Hays,Texas,USGS,8171000,"Blanco River @ Wimberley, TX","Blanco River @ Wimberley, TX"
286,"Blossom River",,N/A,,N/A,,55.42578169,-130.5628063,,,,,,,,,,,,USGS,15011894,"Blossom River","Blossom River"
287,"Blowout Creek","Linn County",OR,"United States",West,"Nat For Dev Rd 10",44.65289999,-122.130908,,"Nat For Dev Rd 10",44.65291,-122.13091,S1400,0,,,43,Linn,Oregon,USGS,14180300,"Blowout Creek @ Linn County, OR","Blowout Creek @ Linn County, OR"
288,"Blue Creek","Stevens County",WA,"United States",West,"Blue Creek Rd",47.8968272,-118.1358112,,"Blue Creek Rd",47.89677,-118.13576,S1400,0.01,,,65,Stevens,Washington,USGS,12433561,"Blue Creek @ Stevens County, WA","Blue Creek @ Stevens County, WA"
289,"Blue Hole",,N/A,,N/A,,29.9799552,-82.758457,,,,,,,,,,,,USGS,2322688,"Blue Hole","Blue Hole"
290,"Blue River","Johnston County",OK,"United States",Southwest,,34.383426,-96.6005579,,,34.38325,-96.60025,S1740,0.03,,,69,Johnston,Oklahoma,USGS,7332390,"Blue River @ Johnston County, OK","Blue River @ Johnston County, OK"
291,"Blue River","Kansas City",MO,"United States",Midwest,"1209 E Blue Ridge Blvd, ZIP: 64146",38.88941667,-94.5806667,1209,"E Blue Ridge Blvd",38.88943,-94.58067,S1400,0,64146,"Kansas City",95,Jackson,Missouri,USGS,6893150,"Blue River @ Kansas City, MO","Blue River @ Kansas City, MO near 1209 E Blue Ridge Blvd, ZIP: 64146"
292,"Blue River","Kansas City",MO,"United States",Midwest,"2398 E 95 St, ZIP: 64131",38.957,-94.5588889,2398,"E 95 St",38.95701,-94.55918,S1400,0.03,64131,"Kansas City",95,Jackson,Missouri,USGS,6893500,"Blue River @ Kansas City, MO","Blue River @ Kansas City, MO near 2398 E 95 St, ZIP: 64131"
293,"Blue River","Overland Park",KS,"United States",Midwest,"Kenneth Rd",38.8422222,-94.6122222,,"Kenneth Rd",38.84216,-94.61226,S1400,0.01,,"Overland Park",91,Johnson,Kansas,USGS,6893100,"Blue River @ Overland Park, KS","Blue River @ Overland Park, KS"
294,"Blue River","Summit County",CO,"United States",West,"Co Rd 1813",39.88026354,-106.3339175,,"Co Rd 1813",39.8802,-106.33392,S1400,0.01,,,117,Summit,Colorado,USGS,9057500,"Blue River @ Summit County, CO","Blue River @ Summit County, CO"
295,"Blue Springs","Volusia County",FL,"United States",Southeast,,28.944154,-81.3397866,,,28.94485,-81.3403,S1400,0.09,,,127,Volusia,Florida,USGS,2235500,"Blue Springs @ Volusia County, FL","Blue Springs @ Volusia County, FL"
296,"Bluff Creek",Vancleave,MS,"United States",Southeast,"12876 State Hwy 57, ZIP: 39565",30.53083333,-88.6875,12876,"State Hwy 57",30.53084,-88.68755,S1200,0,39565,Vancleave,59,Jackson,Mississippi,USGS,2480254,"Bluff Creek @ Vancleave, MS","Bluff Creek @ Vancleave, MS"
297,"Boardman River","Grand Traverse County",MI,"United States",Midwest,"Brown Bridge Rd",44.65667,-85.436731,,"Brown Bridge Rd",44.65654,-85.4367,S1400,0.01,,,55,"Grand Traverse",Michigan,USGS,4126970,"Boardman River @ Grand Traverse County, MI","Boardman River @ Grand Traverse County, MI"
298,"Boardman River","Traverse City",MI,"United States",Midwest,"E Grandview Pkwy",44.7652789,-85.6211873,,"E Grandview Pkwy",44.76527,-85.62119,S1200,0,,"Traverse City",55,"Grand Traverse",Michigan,USGS,4127499,"Boardman River @ Traverse City, MI","Boardman River @ Traverse City, MI"
299,"Bobs Creek","Bedford County",PA,"United States",Northeast,T652,40.2725763,-78.5983506,,T652,40.27279,-78.59793,S1400,0.04,,,9,Bedford,Pennsylvania,USGS,1559795,"Bobs Creek @ Bedford County, PA","Bobs Creek @ Bedford County, PA"
300,"Boggy Creek",Lumberton,TX,"United States",Southwest,"State Hwy 421",30.2325,-94.2230556,,"State Hwy 421",30.23265,-94.22318,S1400,0.02,,Lumberton,199,Hardin,Texas,USGS,8041745,"Boggy Creek @ Lumberton, TX","Boggy Creek @ Lumberton, TX"
301,"Boggy Creek",Orlando,FL,"United States",Southeast,"13450 Boggy Creek Rd, ZIP: 32824",28.37139699,-81.3106247,13450,"Boggy Creek Rd",28.37125,-81.30942,S1400,0.12,32824,Orlando,95,Orange,Florida,USGS,2262900,"Boggy Creek @ Orlando, FL","Boggy Creek @ Orlando, FL"
302,"Bogue Phalia","Washington County",MS,"United States",Southeast,"Tribbett Rd",33.39666667,-90.8477778,,"Tribbett Rd",33.3968,-90.84777,S1400,0.01,,,151,Washington,Mississippi,USGS,7288650,"Bogue Phalia @ Washington County, MS","Bogue Phalia @ Washington County, MS"
303,"Boiling River",,N/A,,N/A,,44.98495278,-110.6883889,,,,,,,,,,,,USGS,6190540,"Boiling River","Boiling River"
304,"Bois D'Arc","Fannin County",TX,"United States",Southwest,"E FM 1396",33.6822222,-95.9844444,,"E FM 1396",33.68165,-95.98491,S1400,0.08,,,147,Fannin,Texas,USGS,7332620,"Bois D'Arc @ Fannin County, TX","Bois D'Arc @ Fannin County, TX near  E FM 1396"
305,"Bois D'Arc","Fannin County",TX,"United States",Southwest,"FM 409",33.74416667,-95.9611111,,"FM 409",33.74423,-95.96111,S1400,0.01,,,147,Fannin,Texas,USGS,7332622,"Bois D'Arc @ Fannin County, TX","Bois D'Arc @ Fannin County, TX near  FM 409"
306,"Boise River","Canyon County",ID,"United States",West,"29000 Hexon Rd, ZIP: 83660",43.78166667,-116.9727778,29000,"Hexon Rd",43.78157,-116.97281,S1400,0.01,83660,,27,Canyon,Idaho,USGS,13213000,"Boise River @ Canyon County, ID","Boise River @ Canyon County, ID"
307,"Boise River",Notus,ID,"United States",West,"45 Elgin Ave, ZIP: 83656",43.7223828,-116.7937552,45,"Elgin Ave",43.72287,-116.79359,S1200,0.06,83656,Notus,27,Canyon,Idaho,USGS,13212500,"Boise River @ Notus, ID","Boise River @ Notus, ID"
308,"Bonnet Creek","Osceola County",FL,"United States",Southeast,"Captiva Trl",28.32528785,-81.5206284,,"Captiva Trl",28.32529,-81.52039,S1400,0.02,,,97,Osceola,Florida,USGS,2264100,"Bonnet Creek @ Osceola County, FL","Bonnet Creek @ Osceola County, FL"
